"ID","BASE","KTR","SLOPE","GAMMA"
"203",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"204",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"205",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"206",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"207",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"208",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"209",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"210",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"211",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"212",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"213",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"214",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"215",2.5,0.196109399527924,0.299999999999998,0.800000000000001
"216",2.5,0.196109399527924,0.299999999999998,0.800000000000001
